-0.2593714401, 0.2779557748
-0.0108571406, 0.0038495012
-0.1028715582, 0.0698296584
0.3034126370, -0.2588709753
-0.1076843613, 0.1157661731
-0.1155448105, 0.1442093185
0.1445239240, 0.1442666846
-0.0122342151, 0.0352872021
-0.1593978799, 0.0894791485
0.1102006521, 0.1904616544
-0.1485805464, 0.0937913971
-0.0314570000, 0.0202671856
0.0730933508, 0.0110222845
0.0404126893, 0.0004461486
0.1453331248, -0.1051050490
0.2552378201, -0.2261792084
-0.0250119162, -0.2340154396
-0.0473138320, -0.1003051545
0.0391827244, 0.1047323337
0.0323671711, 0.0273306568
-0.1474958361, -0.1508289946
0.3527479555, -0.0573561785
-0.0173211883, 0.1361740606
-0.0397521803, 0.1756384272
-0.1375208103, 0.1086175946
0.0227599708, 0.1054473814
-0.2098483178, -0.0307912667
0.1136164194, -0.4628071512
0.1106982104, -0.1201523421
-0.2663757441, 0.0040993011
0.0483759509, 0.0896404119
-0.0384158827, 0.2052788182
0.0503572546, -0.0064325267
-0.0473094499, -0.0510463353
-0.1002532270, 0.2245438212
-0.1082339105, 0.0540700969
-0.0148671686, -0.0770528669
-0.2275895294, 0.0298976153
-0.0559130254, -0.0281978566
-0.0398274516, -0.0812137010
0.0387567631, 0.3260999480
0.0787214791, -0.1965072083
0.1193227913, 0.0385676805
-0.0045891130, 0.2020699382
-0.0497254208, -0.1329126548
0.1539849299, -0.1400906767
0.1144687464, -0.1613057706
0.0785192256, 0.1745454572
0.3328750433, 0.0536618684
0.0377191118, -0.0494423304
0.1268075030, 0.1570973217
-0.0673134502, -0.2591049034
-0.1458723495, 0.0188691861
0.3082398008, 0.0658771355
-0.0131663773, -0.0672276963
0.2261544436, 0.0579641380
0.0804846925, -0.3116247156
0.2958871100, -0.0640296471
-0.0704911508, 0.1586149509
0.0393563195, -0.1670574516
-0.0250619169, -0.3180003618
-0.1302445280, -0.0033351217
-0.0653982804, 0.1918611770
-0.2795342049, 0.1033914206
-0.1664002290, -0.1570522520
0.0011100453, 0.0795039700
-0.1271055184, 0.2679116425
0.0438263597, 0.1919305816
0.0991114666, 0.0482738602
-0.1784151469, -0.0241353500
-0.1719488618, 0.1842292755
0.0521540587, 0.1707949029
0.0349336545, -0.0716890997
0.1017572583, 0.0231294508
-0.1628141159, 0.1245559892
-0.1530773087, -0.3121255377
0.0055843464, -0.2174404651
-0.2530146925, -0.0651524989
-0.0265805557, -0.1409963099
-0.2024192239, -0.0465752622
-0.2098482352, 0.0767573014
0.0093226659, -0.0514713184
0.0712190712, 0.1206588392
-0.0810189335, 0.1794635577
-0.1656544858, 0.1351037168
-0.0594662916, 0.0918906467
-0.0232472807, 0.1240166506
0.2842363600, -0.1799694058
-0.1557801436, 0.1237730409
0.3080310460, -0.0553962978
0.0495917253, 0.0907792747
-0.0461743740, -0.1341504436
-0.1409113269, 0.1550309345
0.0996198346, 0.0968676841
0.1866318134, -0.1162077919
0.2056648695, 0.1400150910
